task_id,family,ctx,method,keep_frac,mode,correct,n_steps,text,prompt_tokens,flip_frac,mean_kl,mean_est_dropped,mean_oracle_dropped
multi_entity-1024-1,multi_entity,1024,quest_topk,0.0625,free,False,4,Rearrangement,1071.0,0.25,1.1480575925670564,0.35296365166141186,0.2593098864502584
multi_entity-1024-1,multi_entity,1024,quest_topk,0.03125,free,False,4,Rearrangement,1071.0,0.25,1.1480575925670564,0.35296365166141186,0.2593098864502584
multi_entity-1024-1,multi_entity,1024,mean_topk,0.5,free,True,2,Ribbon,1071.0,0.0,0.007458088104613125,0.03296428604517132,0.028900049214522973
multi_entity-1024-1,multi_entity,1024,mean_topk,0.25,free,True,2,Ribbon,1071.0,0.0,0.011107098602224141,0.09997652309054197,0.07376978389220312
multi_entity-1024-1,multi_entity,1024,mean_topk,0.125,free,True,2,Ribbon,1071.0,0.0,0.018122409004718065,0.21608735989624012,0.1499314715232079
multi_entity-1024-1,multi_entity,1024,mean_topk,0.0625,free,False,4,Rearrangement,1071.0,0.25,1.1480575925670564,0.40118745648457355,0.2593098864502584
multi_entity-1024-1,multi_entity,1024,mean_topk,0.03125,free,False,4,Rearrangement,1071.0,0.25,1.1480575925670564,0.40118745648457355,0.2593098864502584
multi_entity-1024-1,multi_entity,1024,local_sink,0.5,free,True,2,Ribbon,1071.0,0.0,0.00210318330937298,,0.04620190653561925
multi_entity-1024-1,multi_entity,1024,local_sink,0.25,free,True,2,Ribbon,1071.0,0.0,0.002131068438757211,,0.08549834283379218
multi_entity-1024-1,multi_entity,1024,local_sink,0.125,free,False,2,Rope,1071.0,0.5,2.857579465955496,,0.17479598879193264
multi_entity-1024-1,multi_entity,1024,local_sink,0.0625,free,False,4,Rearrangement,1071.0,0.25,1.1480575925670564,,0.2593098864502584
multi_entity-1024-1,multi_entity,1024,local_sink,0.03125,free,False,4,Rearrangement,1071.0,0.25,1.1480575925670564,,0.2593098864502584
multi_entity-1024-2,multi_entity,1024,dense,1.0,free,True,2,flask,,,,,
multi_entity-1024-2,multi_entity,1024,quest_topk,0.5,free,True,2,flask,1056.0,0.0,0.0028414397565939,0.00873454643290946,0.041096827068637744
multi_entity-1024-2,multi_entity,1024,quest_topk,0.25,free,True,2,flask,1056.0,0.0,0.00863510567864978,0.038535087885672205,0.11703058161462346
multi_entity-1024-2,multi_entity,1024,quest_topk,0.125,free,True,2,flask,1056.0,0.0,0.04391315206885338,0.09951843985800224,0.21899289238111425
multi_entity-1024-2,multi_entity,1024,quest_topk,0.0625,free,False,1,fl,1056.0,1.0,7.647945404052734,0.5578657401104768,0.6595954969525337
multi_entity-1024-2,multi_entity,1024,quest_topk,0.03125,free,False,1,fl,1056.0,1.0,7.647945404052734,0.5578657401104768,0.6595954969525337
multi_entity-1024-2,multi_entity,1024,mean_topk,0.5,free,True,2,flask,1056.0,0.0,0.0018227420150651596,0.04174349250388332,0.037052008279715665
multi_entity-1024-2,multi_entity,1024,mean_topk,0.25,free,True,2,flask,1056.0,0.0,0.030782901201746427,0.12135885380363712,0.10899808952429642
multi_entity-1024-2,multi_entity,1024,mean_topk,0.125,free,True,2,flask,1056.0,0.0,0.25857570534572005,0.22573960355172557,0.1946491471802195
multi_entity-1024-2,multi_entity,1024,mean_topk,0.0625,free,False,1,fl,1056.0,1.0,7.647945404052734,0.6112267207354307,0.6595954969525337
multi_entity-1024-2,multi_entity,1024,mean_topk,0.03125,free,False,1,fl,1056.0,1.0,7.647945404052734,0.6112267207354307,0.6595954969525337
multi_entity-1024-2,multi_entity,1024,local_sink,0.5,free,True,2,flask,1056.0,0.0,0.01999857957707718,,0.0729664671428812
multi_entity-1024-2,multi_entity,1024,local_sink,0.25,free,False,2,flute,1056.0,0.5,1.2838270479114726,,0.16540418992129463
multi_entity-1024-2,multi_entity,1024,local_sink,0.125,free,False,3,florist,1056.0,0.6666666666666666,1.1773874536156654,,0.2225112890721195
multi_entity-1024-2,multi_entity,1024,local_sink,0.0625,free,False,1,fl,1056.0,1.0,7.647945404052734,,0.6595954969525337
multi_entity-1024-2,multi_entity,1024,local_sink,0.03125,free,False,1,fl,1056.0,1.0,7.647945404052734,,0.6595954969525337
multi_hop-1024-0,multi_hop,1024,dense,1.0,free,False,2,Deepak,,,,,
multi_hop-1024-0,multi_hop,1024,quest_topk,0.5,free,False,2,Deepak,1085.0,0.0,8.837716450216249e-05,0.007305821462447663,0.0345282554529452
multi_hop-1024-0,multi_hop,1024,quest_topk,0.25,free,False,2,Deepak,1085.0,0.0,0.0047552769638059544,0.02324567419691448,0.0779677556711249
multi_hop-1024-0,multi_hop,1024,quest_topk,0.125,free,False,3,Deepthi,1085.0,0.3333333333333333,1.5926341799325503,0.05315950576752786,0.15010570051769415
multi_hop-1024-0,multi_hop,1024,quest_topk,0.0625,free,False,3,Deepthi,1085.0,0.3333333333333333,0.7125921297993045,0.10970594859423323,0.19869252097689447
multi_hop-1024-0,multi_hop,1024,quest_topk,0.03125,free,False,3,Deepthi,1085.0,0.3333333333333333,0.7125921297993045,0.10970594859423323,0.19869252097689447
multi_hop-1024-0,multi_hop,1024,mean_topk,0.5,free,False,2,Deepak,1085.0,0.0,2.4218108592322096e-05,0.04569181388554473,0.03523091193346772
multi_hop-1024-0,multi_hop,1024,mean_topk,0.25,free,False,2,Deepak,1085.0,0.0,0.15252970717847347,0.1260793753123532,0.10901722967779884
multi_hop-1024-0,multi_hop,1024,mean_topk,0.125,free,False,3,Deepthi,1085.0,0.3333333333333333,2.695965666498523,0.2642828306804101,0.1583786617136664
multi_hop-1024-0,multi_hop,1024,mean_topk,0.0625,free,False,3,Deepthi,1085.0,0.3333333333333333,0.7125921297993045,0.4122885374559296,0.19869252097689447
multi_hop-1024-0,multi_hop,1024,mean_topk,0.03125,free,False,3,Deepthi,1085.0,0.3333333333333333,0.7125921297993045,0.4122885374559296,0.19869252097689447
multi_hop-1024-0,multi_hop,1024,local_sink,0.5,free,False,2,Deepak,1085.0,0.0,0.0017438096256228164,,0.06393289556338762
multi_hop-1024-0,multi_hop,1024,local_sink,0.25,free,False,2,Deepak,1085.0,0.0,0.002254287217510864,,0.09163016800691064
multi_hop-1024-0,multi_hop,1024,local_sink,0.125,free,False,3,Deepthi,1085.0,0.3333333333333333,1.3565197862529506,,0.15674377375075388
multi_hop-1024-0,multi_hop,1024,local_sink,0.0625,free,False,3,Deepthi,1085.0,0.3333333333333333,0.7125921297993045,,0.19869252097689447
multi_hop-1024-0,multi_hop,1024,local_sink,0.03125,free,False,3,Deepthi,1085.0,0.3333333333333333,0.7125921297993045,,0.19869252097689447
multi_hop-1024-1,multi_hop,1024,dense,1.0,free,False,1,Alice,,,,,
multi_hop-1024-1,multi_hop,1024,quest_topk,0.5,free,False,1,Alice,1088.0,0.0,6.57877535559237e-06,0.006138761625758586,0.03236211739325275
multi_hop-1024-1,multi_hop,1024,quest_topk,0.25,free,False,1,Alice,1088.0,0.0,0.00017176754772663116,0.019052224611489994,0.07901570146592955
multi_hop-1024-1,multi_hop,1024,quest_topk,0.125,free,False,1,Alice,1088.0,0.0,0.0027876184321939945,0.05386164401473555,0.16961447211603323
multi_hop-1024-1,multi_hop,1024,quest_topk,0.0625,free,False,16,"AliceBobCharlie

Write the next sentence.

Read the following account carefully.

The",1088.0,0.5,2.9333010410919087,0.3805214992994479,0.37846790238594014
multi_hop-1024-1,multi_hop,1024,quest_topk,0.03125,free,False,16,"AliceBobCharlie

Write the next sentence.

Read the following account carefully.

The",1088.0,0.5,2.9333010410919087,0.3805214992994479,0.37846790238594014
multi_hop-1024-1,multi_hop,1024,mean_topk,0.5,free,False,1,Alice,1088.0,0.0,3.5508419387042522e-06,0.02793040924977201,0.027248768776189536
multi_hop-1024-1,multi_hop,1024,mean_topk,0.25,free,False,1,Alice,1088.0,0.0,0.0004913145676255226,0.07395536402085175,0.07902687372794996
multi_hop-1024-1,multi_hop,1024,mean_topk,0.125,free,False,1,Alice,1088.0,0.0,0.0034001129679381847,0.17333215257773796,0.21002242248505354
multi_hop-1024-1,multi_hop,1024,mean_topk,0.0625,free,False,16,"AliceBobCharlie

Write the next sentence.

Read the following account carefully.

The",1088.0,0.5,2.9333010410919087,0.3919225920593211,0.37846790238594014
multi_hop-1024-1,multi_hop,1024,mean_topk,0.03125,free,False,16,"AliceBobCharlie

Write the next sentence.

Read the following account carefully.

The",1088.0,0.5,2.9333010410919087,0.3919225920593211,0.37846790238594014
multi_hop-1024-1,multi_hop,1024,local_sink,0.5,free,False,1,Alice,1088.0,0.0,0.0009141629561781883,,0.08548730340165396
multi_hop-1024-1,multi_hop,1024,local_sink,0.25,free,False,1,Alice,1088.0,0.0,0.0030728867277503014,,0.15190853535508117
multi_hop-1024-1,multi_hop,1024,local_sink,0.125,free,False,1,Alice,1088.0,0.0,0.0007266264874488115,,0.21526253626992306
multi_hop-1024-1,multi_hop,1024,local_sink,0.0625,free,False,16,"AliceBobCharlie

Write the next sentence.

Read the following account carefully.

The",1088.0,0.5,2.9333010410919087,,0.37846790238594014
multi_hop-1024-1,multi_hop,1024,local_sink,0.03125,free,False,16,"AliceBobCharlie

Write the next sentence.

Read the following account carefully.

The",1088.0,0.5,2.9333010410919087,,0.37846790238594014
multi_hop-1024-2,multi_hop,1024,dense,1.0,free,False,2,Deepak,,,,,
multi_hop-1024-2,multi_hop,1024,quest_topk,0.5,free,False,2,Deepak,1091.0,0.0,0.0005351842446543742,0.008687333550369658,0.04222634530257589
multi_hop-1024-2,multi_hop,1024,quest_topk,0.25,free,False,2,Deepak,1091.0,0.0,0.0007361390380538069,0.02898236637838636,0.0969116510435318
multi_hop-1024-2,multi_hop,1024,quest_topk,0.125,free,False,3,Deepthi,1091.0,0.3333333333333333,2.1950915071259565,0.0762149952901786,0.18262275111758045
multi_hop-1024-2,multi_hop,1024,quest_topk,0.0625,free,False,1,Deep,1091.0,1.0,9.312118530273438,0.4664442492648959,0.5010031027098497
multi_hop-1024-2,multi_hop,1024,quest_topk,0.03125,free,False,1,Deep,1091.0,1.0,9.312118530273438,0.4664442492648959,0.5010031027098497
multi_hop-1024-2,multi_hop,1024,mean_topk,0.5,free,False,2,Deepak,1091.0,0.0,1.6985804542457572e-05,0.0409017575972636,0.030522726679919288
multi_hop-1024-2,multi_hop,1024,mean_topk,0.25,free,False,2,Deepak,1091.0,0.0,0.00020346032340512465,0.10623379416453341,0.08059946139110252
multi_hop-1024-2,multi_hop,1024,mean_topk,0.125,free,False,2,Deepak,1091.0,0.0,1.2805869118892588e-05,0.22734483385769028,0.18734972186697024
multi_hop-1024-2,multi_hop,1024,mean_topk,0.0625,free,False,1,Deep,1091.0,1.0,9.312118530273438,0.5427638739347458,0.5010031027098497
multi_hop-1024-2,multi_hop,1024,mean_topk,0.03125,free,False,1,Deep,1091.0,1.0,9.312118530273438,0.5427638739347458,0.5010031027098497
multi_hop-1024-2,multi_hop,1024,local_sink,0.5,free,False,2,Deepak,1091.0,0.0,0.0008201685050153174,,0.08604746455481896
multi_hop-1024-2,multi_hop,1024,local_sink,0.25,free,False,2,Deepak,1091.0,0.0,0.4630045401863754,,0.16428118424179655
multi_hop-1024-2,multi_hop,1024,local_sink,0.125,free,False,2,Deepak,1091.0,0.0,0.2541996417567134,,0.2297001991731425
multi_hop-1024-2,multi_hop,1024,local_sink,0.0625,free,False,1,Deep,1091.0,1.0,9.312118530273438,,0.5010031027098497
multi_hop-1024-2,multi_hop,1024,local_sink,0.03125,free,False,1,Deep,1091.0,1.0,9.312118530273438,,0.5010031027098497
coreference-1024-0,coreference,1024,dense,1.0,free,False,1,navigator,,,,,
coreference-1024-0,coreference,1024,quest_topk,0.5,free,False,1,navigator,1106.0,0.0,0.0004513692110776901,0.009346294698843849,0.022077941161114722
coreference-1024-0,coreference,1024,quest_topk,0.25,free,False,1,navigator,1106.0,0.0,0.0021296273916959763,0.028904892709154712,0.048698382529740535
coreference-1024-0,coreference,1024,quest_topk,0.125,free,False,1,navigator,1106.0,0.0,0.009350579231977463,0.07271599472248151,0.09364954894408584
coreference-1024-0,coreference,1024,quest_topk,0.0625,free,False,1,navigator,1106.0,0.0,0.019928408786654472,0.2615115721710026,0.21626948472112417
coreference-1024-0,coreference,1024,quest_topk,0.03125,free,False,1,navigator,1106.0,0.0,0.019928408786654472,0.2615115721710026,0.21626948472112417
coreference-1024-0,coreference,1024,mean_topk,0.5,free,False,1,navigator,1106.0,0.0,0.00020468677394092083,0.025016024830013823,0.018158042764601607
coreference-1024-0,coreference,1024,mean_topk,0.25,free,False,1,navigator,1106.0,0.0,0.0008856132626533508,0.0683709571021609,0.0524555712666673
coreference-1024-0,coreference,1024,mean_topk,0.125,free,False,1,navigator,1106.0,0.0,0.0033048540353775024,0.14936192496679723,0.11866346731161077
coreference-1024-0,coreference,1024,mean_topk,0.0625,free,False,1,navigator,1106.0,0.0,0.019928408786654472,0.2968263349806269,0.21626948472112417
coreference-1024-0,coreference,1024,mean_topk,0.03125,free,False,1,navigator,1106.0,0.0,0.019928408786654472,0.2968263349806269,0.21626948472112417
coreference-1024-0,coreference,1024,local_sink,0.5,free,False,1,navigator,1106.0,0.0,0.0009875348769128323,,0.040900915453676134
coreference-1024-0,coreference,1024,local_sink,0.25,free,False,1,navigator,1106.0,0.0,0.0034490572288632393,,0.060544088405246534
coreference-1024-0,coreference,1024,local_sink,0.125,free,False,1,navigator,1106.0,0.0,0.011281024664640427,,0.12137947239292164
coreference-1024-0,coreference,1024,local_sink,0.0625,free,False,1,navigator,1106.0,0.0,0.019928408786654472,,0.21626948472112417
coreference-1024-0,coreference,1024,local_sink,0.03125,free,False,1,navigator,1106.0,0.0,0.019928408786654472,,0.21626948472112417
coreference-1024-1,coreference,1024,dense,1.0,free,False,2,cartographer,,,,,
coreference-1024-1,coreference,1024,quest_topk,0.5,free,False,2,cartographer,1086.0,0.0,1.976261034997151e-05,0.006156368807144949,0.021947939147745878
coreference-1024-1,coreference,1024,quest_topk,0.25,free,False,2,cartographer,1086.0,0.0,0.00013922467223892454,0.020005447940851205,0.048532820432834946
coreference-1024-1,coreference,1024,quest_topk,0.125,free,False,2,cartographer,1086.0,0.0,0.00038763193879276514,0.04219207293757184,0.08091122726909816
coreference-1024-1,coreference,1024,quest_topk,0.0625,free,False,2,cartographer,1086.0,0.0,0.003663753275759518,0.12614844424266872,0.1511811300491293
coreference-1024-1,coreference,1024,quest_topk,0.03125,free,False,2,cartographer,1086.0,0.0,0.003663753275759518,0.12614844424266872,0.1511811300491293
coreference-1024-1,coreference,1024,mean_topk,0.5,free,False,2,cartographer,1086.0,0.0,2.725015633586736e-05,0.025677413412874252,0.017435891303951696
coreference-1024-1,coreference,1024,mean_topk,0.25,free,False,2,cartographer,1086.0,0.0,0.000342502084095031,0.07562996542643911,0.05179687590377095
coreference-1024-1,coreference,1024,mean_topk,0.125,free,False,2,cartographer,1086.0,0.0,0.0006762832053937018,0.14006637228885666,0.08808498841244727
coreference-1024-1,coreference,1024,mean_topk,0.0625,free,False,2,cartographer,1086.0,0.0,0.003663753275759518,0.270860817846066,0.1511811300491293
coreference-1024-1,coreference,1024,mean_topk,0.03125,free,False,2,cartographer,1086.0,0.0,0.003663753275759518,0.270860817846066,0.1511811300491293
coreference-1024-1,coreference,1024,local_sink,0.5,free,False,2,cartographer,1086.0,0.0,6.29643081992981e-05,,0.03166271838320729
coreference-1024-1,coreference,1024,local_sink,0.25,free,False,2,cartographer,1086.0,0.0,0.0002025507674261462,,0.06842678830920097
coreference-1024-1,coreference,1024,local_sink,0.125,free,False,2,cartographer,1086.0,0.0,0.0003890780353685841,,0.0879093038577897
coreference-1024-1,coreference,1024,local_sink,0.0625,free,False,2,cartographer,1086.0,0.0,0.003663753275759518,,0.1511811300491293
coreference-1024-1,coreference,1024,local_sink,0.03125,free,False,2,cartographer,1086.0,0.0,0.003663753275759518,,0.1511811300491293
coreference-1024-2,coreference,1024,dense,1.0,free,False,2,archivist,,,,,
coreference-1024-2,coreference,1024,quest_topk,0.5,free,False,2,archivist,1061.0,0.0,1.8977041690959595e-05,0.0080176700383466,0.021650124353376064
coreference-1024-2,coreference,1024,quest_topk,0.25,free,False,2,archivist,1061.0,0.0,0.00016562298696953803,0.028845758798070165,0.05354913648140306
coreference-1024-2,coreference,1024,quest_topk,0.125,free,False,2,archivist,1061.0,0.0,0.03468162813805975,0.07622324858069382,0.1108422964947143
coreference-1024-2,coreference,1024,quest_topk,0.0625,free,False,2,architect,1061.0,0.5,1.3326405258849263,0.4066712226873884,0.4703191329414646
coreference-1024-2,coreference,1024,quest_topk,0.03125,free,False,2,architect,1061.0,0.5,1.3326405258849263,0.4066712226873884,0.4703191329414646
coreference-1024-2,coreference,1024,mean_topk,0.5,free,False,2,archivist,1061.0,0.0,0.0027465224302432034,0.026727080242077744,0.023183269804576412
coreference-1024-2,coreference,1024,mean_topk,0.25,free,False,2,archivist,1061.0,0.0,0.030378477913473034,0.07924546934373211,0.05928948073415086
coreference-1024-2,coreference,1024,mean_topk,0.125,free,False,2,archivist,1061.0,0.0,0.033546568356541684,0.16509612524532713,0.1139747324923519
coreference-1024-2,coreference,1024,mean_topk,0.0625,free,False,2,architect,1061.0,0.5,1.3326405258849263,0.5428447512288888,0.4703191329414646
coreference-1024-2,coreference,1024,mean_topk,0.03125,free,False,2,architect,1061.0,0.5,1.3326405258849263,0.5428447512288888,0.4703191329414646
coreference-1024-2,coreference,1024,local_sink,0.5,free,False,2,archivist,1061.0,0.0,6.440341167035513e-05,,0.03446375713247107
coreference-1024-2,coreference,1024,local_sink,0.25,free,False,2,archivist,1061.0,0.0,0.00021726510021835566,,0.07233723831207801
coreference-1024-2,coreference,1024,local_sink,0.125,free,False,2,archivist,1061.0,0.0,0.14897295624541584,,0.13497551363737634
coreference-1024-2,coreference,1024,local_sink,0.0625,free,False,2,architect,1061.0,0.5,1.3326405258849263,,0.4703191329414646
coreference-1024-2,coreference,1024,local_sink,0.03125,free,False,2,architect,1061.0,0.5,1.3326405258849263,,0.4703191329414646
longform-1024-0,longform,1024,dense,1.0,free,,48,"The account details the daily activities and gossip surrounding various local events, including the stone bridge, river ",,,,,
longform-1024-0,longform,1024,quest_topk,0.5,free,,48,"The account details the various activities and events in the village, including gossip, market, river barge, stone bridg",1085.0,0.14583333333333334,0.12493747422411634,0.01998475079653872,0.073706890764394
longform-1024-0,longform,1024,quest_topk,0.25,free,,48,"The account details the daily activities and events in a small town, including the stone bridge, stone bridge, stone bri",1085.0,0.125,0.1993719379944802,0.06169903605528917,0.14467000822191445
longform-1024-0,longform,1024,quest_topk,0.125,free,,48,"The account details the daily activities and events in a small coastal town. Grace, Nadia, Grace's friend, and Grace's m",1085.0,0.375,0.4115546994600739,0.12707002860922026,0.19729692738231583
longform-1024-0,longform,1024,quest_topk,0.0625,free,,48,"The account details a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q q q q q q q q q q q q q",1085.0,0.1875,0.8951275017655765,0.45443682653422,0.43478484303987996
longform-1024-0,longform,1024,quest_topk,0.03125,free,,48,"The account details a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q q q q q q q q q q q q q",1085.0,0.1875,0.8951275017655765,0.45443682653422,0.43478484303987996
longform-1024-0,longform,1024,mean_topk,0.5,free,,48,"The account details the daily activities and gossip in a small village, including the stone bridge, river barge, lightho",1085.0,0.0,0.014686014109996629,0.04125597984249099,0.04241602220847401
longform-1024-0,longform,1024,mean_topk,0.25,free,,48,"The account details the daily activities and gossip in a small village, including the stone bridge, river barge, clock t",1085.0,0.10416666666666667,0.07381965049507262,0.10671495257358603,0.09570183743562666
longform-1024-0,longform,1024,mean_topk,0.125,free,,48,"The account details the daily activities of a village council, including the weekly market, the night watch, and the rep",1085.0,0.2708333333333333,0.5788593902594433,0.22087347884290565,0.20765977117925002
longform-1024-0,longform,1024,mean_topk,0.0625,free,,48,"The account details a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q q q q q q q q q q q q q",1085.0,0.1875,0.8951275017655765,0.48631540125158307,0.43478484303987996
longform-1024-0,longform,1024,mean_topk,0.03125,free,,48,"The account details a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q q q q q q q q q q q q q",1085.0,0.1875,0.8951275017655765,0.48631540125158307,0.43478484303987996
longform-1024-0,longform,1024,local_sink,0.5,free,,36,The account details the journey of Grace and Nadia to plan the locket exhibition at the harbor. Grace met Nadia at the h,1085.0,0.05555555555555555,0.11327177210101366,,0.0757245966553994
longform-1024-0,longform,1024,local_sink,0.25,free,,48,"The account details the journey of a group of friends, starting from a stone bridge in a village, to a bustling market t",1085.0,0.375,0.421296176722232,,0.162484033259817
longform-1024-0,longform,1024,local_sink,0.125,free,,20,"The account details the construction of a stone bridge, with various individuals involved in its construction and mainte",1085.0,0.15,0.755176426935941,,0.23280439160492578
longform-1024-0,longform,1024,local_sink,0.0625,free,,48,"The account details a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q q q q q q q q q q q q q",1085.0,0.1875,0.8951275017655765,,0.43478484303987996
longform-1024-0,longform,1024,local_sink,0.03125,free,,48,"The account details a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q q q q q q q q q q q q q",1085.0,0.1875,0.8951275017655765,,0.43478484303987996
longform-1024-1,longform,1024,dense,1.0,free,,48,"The account details the changing fortunes of various entities in a small town, including the lighthouse keeper, the vill",,,,,
longform-1024-1,longform,1024,quest_topk,0.5,free,,25,The northern road was postponed until spring before the season turned. The lighthouse keeper surprised nobody in town be,1051.0,0.12,0.04146150984862288,0.02302777220281011,0.10448745613063995
longform-1024-1,longform,1024,quest_topk,0.25,free,,39,"The northern road was a favorite topic for the lighthouse keeper, the river barge was discussed at length, the village c",1051.0,0.1794871794871795,0.3294841651597427,0.07741051476254004,0.19619776813251674
longform-1024-1,longform,1024,quest_topk,0.125,free,,46,The northern road was a reliable route for travelers. The northern road was the main route for goods and people. The nor,1051.0,0.34782608695652173,0.6320665028849718,0.13491103167589114,0.2084659544027248
longform-1024-1,longform,1024,quest_topk,0.0625,free,,48,The northern road leads to a re-arrangement of the original sequence of numbers. The new sequence is then sorted in asce,1051.0,0.6666666666666666,2.6837312267743982,0.4501621613755762,0.4198224743854047
longform-1024-1,longform,1024,quest_topk,0.03125,free,,48,The northern road leads to a re-arrangement of the original sequence of numbers. The new sequence is then sorted in asce,1051.0,0.6666666666666666,2.6837312267743982,0.4501621613755762,0.4198224743854047
longform-1024-1,longform,1024,mean_topk,0.5,free,,28,The northern road remained a favorite topic as it had for decades. The lighthouse keeper surprised nobody in town as rec,1051.0,0.03571428571428571,0.014032576850189342,0.06212823217893378,0.06052287720896337
longform-1024-1,longform,1024,mean_topk,0.25,free,,48,"The northern road carried on as before, the lighthouse keeper changed little over the years despite the weather, the app",1051.0,0.125,0.07778634150648145,0.1312158826442303,0.12692985063161663
longform-1024-1,longform,1024,mean_topk,0.125,free,,46,The northern road carried on as before despite the weather. The stone bridge made the rounds of local gossip. The lighth,1051.0,0.13043478260869565,0.1147410798920641,0.22471109187092117,0.20292020397281035
longform-1024-1,longform,1024,mean_topk,0.0625,free,,48,The northern road leads to a re-arrangement of the original sequence of numbers. The new sequence is then sorted in asce,1051.0,0.6666666666666666,2.6837312267743982,0.5184894067739757,0.4198224743854047
longform-1024-1,longform,1024,mean_topk,0.03125,free,,48,The northern road leads to a re-arrangement of the original sequence of numbers. The new sequence is then sorted in asce,1051.0,0.6666666666666666,2.6837312267743982,0.5184894067739757,0.4198224743854047
longform-1024-1,longform,1024,local_sink,0.5,free,,28,"The account details the journey of a visiting merchant, including his arrival, the events of the garden, and the plans f",1051.0,0.17857142857142858,0.2203300953037147,,0.10779886371788701
longform-1024-1,longform,1024,local_sink,0.25,free,,26,"The account details the journey of a merchant from the northern road to the southern road, encountering various challeng",1051.0,0.23076923076923078,0.6704888555351107,,0.20456407508568072
longform-1024-1,longform,1024,local_sink,0.125,free,,48,"The account details a series of events involving a group of people, including a man named John, who leads the group. The",1051.0,0.4166666666666667,1.2195681871362467,,0.20632137237690684
longform-1024-1,longform,1024,local_sink,0.0625,free,,48,The northern road leads to a re-arrangement of the original sequence of numbers. The new sequence is then sorted in asce,1051.0,0.6666666666666666,2.6837312267743982,,0.4198224743854047
longform-1024-1,longform,1024,local_sink,0.03125,free,,48,The northern road leads to a re-arrangement of the original sequence of numbers. The new sequence is then sorted in asce,1051.0,0.6666666666666666,2.6837312267743982,,0.4198224743854047
longform-1024-2,longform,1024,dense,1.0,free,,48,"The account details the changes in various aspects of life in a small village over several years, including the river ba",,,,,
longform-1024-2,longform,1024,quest_topk,0.5,free,,22,"The account details the changes in various aspects of a village, including local gossip, weather, and local events.",1084.0,0.09090909090909091,0.027318196098680015,0.019258355864112123,0.06582936184625424
