task_id,family,ctx,method,keep_frac,mode,correct,n_steps,text,prompt_tokens,dense_correct,flip_frac,mean_kl,mean_est_dropped,mean_oracle_dropped
multi_entity-1024-1,multi_entity,1024,local_sink,0.25,free,False,2,Whiskey,1081.0,True,0.5,0.423146964982152,,0.15511304151732475
multi_entity-1024-1,multi_entity,1024,local_sink,0.125,free,False,2,Whiskey,1081.0,True,0.5,0.44439132418483496,,0.17873472677698982
multi_entity-1024-1,multi_entity,1024,local_sink,0.0625,free,False,2,Whiskey,1081.0,True,0.5,0.5031089093536139,,0.22812053165398538
multi_entity-1024-1,multi_entity,1024,local_sink,0.03125,free,False,2,Whiskey,1081.0,True,0.5,0.5031089093536139,,0.22812053165398538
multi_hop-1024-0,multi_hop,1024,dense,1.0,free,False,2,Farid,,,,,,
multi_hop-1024-0,multi_hop,1024,quest_topk,0.5,free,False,2,Farid,1089.0,False,0.0,6.0072045926062856e-05,0.007566721391185638,0.0360413481539581
multi_hop-1024-0,multi_hop,1024,quest_topk,0.25,free,False,2,Farid,1089.0,False,0.0,0.04153103532735258,0.026221946232302194,0.09324825512400518
multi_hop-1024-0,multi_hop,1024,quest_topk,0.125,free,False,2,Farid,1089.0,False,0.0,0.015078459400683641,0.07876715224362366,0.20323727116920054
multi_hop-1024-0,multi_hop,1024,quest_topk,0.0625,free,False,2,Farmer,1089.0,False,0.5,4.474896088242531,0.46627082019889105,0.4929496133700013
multi_hop-1024-0,multi_hop,1024,quest_topk,0.03125,free,False,2,Farmer,1089.0,False,0.5,4.474896088242531,0.46627082019889105,0.4929496133700013
multi_hop-1024-0,multi_hop,1024,mean_topk,0.5,free,False,2,Farid,1089.0,False,0.0,2.919456369454565e-05,0.035786736698355526,0.0286237484930704
multi_hop-1024-0,multi_hop,1024,mean_topk,0.25,free,False,2,Farid,1089.0,False,0.0,0.3358741281554103,0.11379314524432024,0.1007807967835106
multi_hop-1024-0,multi_hop,1024,mean_topk,0.125,free,False,2,Farmer,1089.0,False,0.5,1.4949719682335854,0.24249289588381845,0.24335956200957298
multi_hop-1024-0,multi_hop,1024,mean_topk,0.0625,free,False,2,Farmer,1089.0,False,0.5,4.474896088242531,0.5336525014912089,0.4929496133700013
multi_hop-1024-0,multi_hop,1024,mean_topk,0.03125,free,False,2,Farmer,1089.0,False,0.5,4.474896088242531,0.5336525014912089,0.4929496133700013
multi_hop-1024-0,multi_hop,1024,local_sink,0.5,free,False,2,Farid,1089.0,False,0.0,6.73984395689331e-05,,0.04863487215091785
multi_hop-1024-0,multi_hop,1024,local_sink,0.25,free,False,2,Farmer,1089.0,False,0.5,3.336649388074875,,0.20867947062167028
multi_hop-1024-0,multi_hop,1024,local_sink,0.125,free,False,2,Farmer,1089.0,False,0.5,2.953684888780117,,0.26611322940637666
multi_hop-1024-0,multi_hop,1024,local_sink,0.0625,free,False,2,Farmer,1089.0,False,0.5,4.474896088242531,,0.4929496133700013
multi_hop-1024-0,multi_hop,1024,local_sink,0.03125,free,False,2,Farmer,1089.0,False,0.5,4.474896088242531,,0.4929496133700013
multi_hop-1024-1,multi_hop,1024,dense,1.0,free,False,1,Grace,,,,,,
multi_hop-1024-1,multi_hop,1024,quest_topk,0.5,free,False,1,Grace,1082.0,False,0.0,0.0002486874582245946,0.007816886223963593,0.030369588882119086
multi_hop-1024-1,multi_hop,1024,quest_topk,0.25,free,False,1,Grace,1082.0,False,0.0,0.0005753855220973492,0.024923787758173905,0.06865913642104715
multi_hop-1024-1,multi_hop,1024,quest_topk,0.125,free,False,1,Grace,1082.0,False,0.0,0.00023354205768555403,0.0565009510088809,0.13445909010867277
multi_hop-1024-1,multi_hop,1024,quest_topk,0.0625,free,False,1,Grace,1082.0,False,0.0,0.0007358010625466704,0.15607981226639822,0.2581626574198405
multi_hop-1024-1,multi_hop,1024,quest_topk,0.03125,free,False,1,Grace,1082.0,False,0.0,0.0007358010625466704,0.15607981226639822,0.2581626574198405
multi_hop-1024-1,multi_hop,1024,mean_topk,0.5,free,False,1,Grace,1082.0,False,0.0,3.64833977073431e-06,0.029012022132519633,0.022818094643298537
multi_hop-1024-1,multi_hop,1024,mean_topk,0.25,free,False,1,Grace,1082.0,False,0.0,5.7572382502257824e-05,0.0770946623524651,0.061399914557114244
multi_hop-1024-1,multi_hop,1024,mean_topk,0.125,free,False,1,Grace,1082.0,False,0.0,0.00027006107848137617,0.15308078657835722,0.13132472763148448
multi_hop-1024-1,multi_hop,1024,mean_topk,0.0625,free,False,1,Grace,1082.0,False,0.0,0.0007358010625466704,0.37044423383971053,0.2581626574198405
multi_hop-1024-1,multi_hop,1024,mean_topk,0.03125,free,False,1,Grace,1082.0,False,0.0,0.0007358010625466704,0.37044423383971053,0.2581626574198405
multi_hop-1024-1,multi_hop,1024,local_sink,0.5,free,False,1,Grace,1082.0,False,0.0,0.0007776084821671247,,0.06359212624374777
multi_hop-1024-1,multi_hop,1024,local_sink,0.25,free,False,1,Grace,1082.0,False,0.0,0.0006937445141375065,,0.08859755591644596
multi_hop-1024-1,multi_hop,1024,local_sink,0.125,free,False,1,Grace,1082.0,False,0.0,0.004210194107145071,,0.19934203863764802
multi_hop-1024-1,multi_hop,1024,local_sink,0.0625,free,False,1,Grace,1082.0,False,0.0,0.0007358010625466704,,0.2581626574198405
multi_hop-1024-1,multi_hop,1024,local_sink,0.03125,free,False,1,Grace,1082.0,False,0.0,0.0007358010625466704,,0.2581626574198405
coreference-1024-0,coreference,1024,dense,1.0,free,False,1,navigator,,,,,,
coreference-1024-0,coreference,1024,quest_topk,0.5,free,False,1,navigator,1078.0,False,0.0,0.0010256366804242134,0.008884322387075372,0.022106769019349787
coreference-1024-0,coreference,1024,quest_topk,0.25,free,False,1,navigator,1078.0,False,0.0,0.004265613853931427,0.029429324360535247,0.050422040202344455
coreference-1024-0,coreference,1024,quest_topk,0.125,free,False,1,navigator,1078.0,False,0.0,0.015093682333827019,0.06609211752462822,0.08443428218985598
coreference-1024-0,coreference,1024,quest_topk,0.0625,free,False,1,navigator,1078.0,False,0.0,0.035856183618307114,0.21766883726619804,0.16520091720546284
coreference-1024-0,coreference,1024,quest_topk,0.03125,free,False,1,navigator,1078.0,False,0.0,0.035856183618307114,0.21766883726619804,0.16520091720546284
coreference-1024-0,coreference,1024,mean_topk,0.5,free,False,1,navigator,1078.0,False,0.0,0.0004120604135096073,0.024118183651201736,0.01789960972382687
coreference-1024-0,coreference,1024,mean_topk,0.25,free,False,1,navigator,1078.0,False,0.0,0.003174298442900181,0.06688339189471056,0.04864783639398714
coreference-1024-0,coreference,1024,mean_topk,0.125,free,False,1,navigator,1078.0,False,0.0,0.012546975165605545,0.13007156647897014,0.08810661259728174
coreference-1024-0,coreference,1024,mean_topk,0.0625,free,False,1,navigator,1078.0,False,0.0,0.035856183618307114,0.2526713723006348,0.16520091720546284
coreference-1024-0,coreference,1024,mean_topk,0.03125,free,False,1,navigator,1078.0,False,0.0,0.035856183618307114,0.2526713723006348,0.16520091720546284
coreference-1024-0,coreference,1024,local_sink,0.5,free,False,1,navigator,1078.0,False,0.0,0.0024020858108997345,,0.043572574524053685
coreference-1024-0,coreference,1024,local_sink,0.25,free,False,1,navigator,1078.0,False,0.0,0.0073999278247356415,,0.06471203609059255
coreference-1024-0,coreference,1024,local_sink,0.125,free,False,1,navigator,1078.0,False,0.0,0.017390485852956772,,0.08672314967649679
coreference-1024-0,coreference,1024,local_sink,0.0625,free,False,1,navigator,1078.0,False,0.0,0.035856183618307114,,0.16520091720546284
coreference-1024-0,coreference,1024,local_sink,0.03125,free,False,1,navigator,1078.0,False,0.0,0.035856183618307114,,0.16520091720546284
coreference-1024-1,coreference,1024,dense,1.0,free,False,2,cartographer,,,,,,
coreference-1024-1,coreference,1024,quest_topk,0.5,free,False,2,cartographer,1065.0,False,0.0,5.816670363856247e-05,0.009776596562308745,0.02557546716222229
coreference-1024-1,coreference,1024,quest_topk,0.25,free,False,2,cartographer,1065.0,False,0.0,0.0003143564545098343,0.034314688188563494,0.056251367971223466
coreference-1024-1,coreference,1024,quest_topk,0.125,free,False,2,cartographer,1065.0,False,0.0,0.000939726312935818,0.07593188648873668,0.09705289614309245
coreference-1024-1,coreference,1024,quest_topk,0.0625,free,False,2,cartographer,1065.0,False,0.0,0.19241922348737717,0.3527625852730125,0.40037951618433
coreference-1024-1,coreference,1024,quest_topk,0.03125,free,False,2,cartographer,1065.0,False,0.0,0.19241922348737717,0.3527625852730125,0.40037951618433
coreference-1024-1,coreference,1024,mean_topk,0.5,free,False,2,cartographer,1065.0,False,0.0,3.1326185762736714e-05,0.02945016455002284,0.018516884762599755
coreference-1024-1,coreference,1024,mean_topk,0.25,free,False,2,cartographer,1065.0,False,0.0,0.00025995654868893325,0.08609609519771766,0.054739664134103805
coreference-1024-1,coreference,1024,mean_topk,0.125,free,False,2,cartographer,1065.0,False,0.0,0.0011172926315339282,0.1779722662176937,0.10814014077186584
coreference-1024-1,coreference,1024,mean_topk,0.0625,free,False,2,cartographer,1065.0,False,0.0,0.19241922348737717,0.4530622119394441,0.40037951618433
coreference-1024-1,coreference,1024,mean_topk,0.03125,free,False,2,cartographer,1065.0,False,0.0,0.19241922348737717,0.4530622119394441,0.40037951618433
coreference-1024-1,coreference,1024,local_sink,0.5,free,False,2,cartographer,1065.0,False,0.0,0.00025504298355372157,,0.04446198068520364
coreference-1024-1,coreference,1024,local_sink,0.25,free,False,2,cartographer,1065.0,False,0.0,0.0005127870263095247,,0.06721619658249742
coreference-1024-1,coreference,1024,local_sink,0.125,free,False,2,cartographer,1065.0,False,0.0,0.004908045870251954,,0.1370151775966709
coreference-1024-1,coreference,1024,local_sink,0.0625,free,False,2,cartographer,1065.0,False,0.0,0.19241922348737717,,0.40037951618433
coreference-1024-1,coreference,1024,local_sink,0.03125,free,False,2,cartographer,1065.0,False,0.0,0.19241922348737717,,0.40037951618433
reasoning-1024-0,reasoning,1024,dense,1.0,free,True,42,"Deepak: 18 copies
Nadia: 18 copies
Jonas: 11 copies

Total: 18 + 18 + 11 = 47 copies",,,,,,
reasoning-1024-0,reasoning,1024,quest_topk,0.5,free,False,55,"Deepak brought 18 copies of the key.
Nadia brought 11 copies of the key.
Jonas brought 11 copies of the key.
Total: 18 +",1082.0,True,0.03636363636363636,0.0010410901537902806,0.010139775858164229,0.03367918656138389
reasoning-1024-0,reasoning,1024,quest_topk,0.25,free,False,58,"Deepak brought 18 copies of the key.
Nadia brought 11 copies of the key.
Jonas brought 11 copies of the key.
Total: 18 +",1082.0,True,0.034482758620689655,0.007135226791303176,0.03629587122075714,0.073047637104307
reasoning-1024-0,reasoning,1024,quest_topk,0.125,free,False,22,"Deepak: 1
Nadia: 1
Jonas: 1
Total: 3",1082.0,True,0.045454545454545456,0.16084646301223157,0.09257688752173139,0.15430317982099953
reasoning-1024-0,reasoning,1024,quest_topk,0.0625,free,False,7,"Deepak: 1
N",1082.0,True,0.2857142857142857,2.649024750598723,0.3097301117363497,0.34579903120175004
reasoning-1024-0,reasoning,1024,quest_topk,0.03125,free,False,7,"Deepak: 1
N",1082.0,True,0.2857142857142857,2.649024750598723,0.3097301117363497,0.34579903120175004
reasoning-1024-0,reasoning,1024,mean_topk,0.5,free,True,42,"Deepak: 18 copies
Nadia: 18 copies
Jonas: 11 copies

Total: 18 + 18 + 11 = 47 copies",1082.0,True,0.0,0.0004346778273089618,0.02634122635555243,0.022782636944871877
reasoning-1024-0,reasoning,1024,mean_topk,0.25,free,True,42,"Deepak: 18 copies
Nadia: 18 copies
Jonas: 11 copies

Total: 18 + 18 + 11 = 47 copies",1082.0,True,0.0,0.0018599258731875226,0.07405353112225715,0.059363929648368084
reasoning-1024-0,reasoning,1024,mean_topk,0.125,free,False,42,"Deepak: 18 copies
Nadia: 18 copies
Jonas: 18 copies

Total: 18 + 18 + 18 = 54 copies",1082.0,True,0.023809523809523808,0.08921427405863233,0.15817030277361888,0.12577790366060707
reasoning-1024-0,reasoning,1024,mean_topk,0.0625,free,False,7,"Deepak: 1
N",1082.0,True,0.2857142857142857,2.649024750598723,0.4591070101596415,0.34579903120175004
reasoning-1024-0,reasoning,1024,mean_topk,0.03125,free,False,7,"Deepak: 1
N",1082.0,True,0.2857142857142857,2.649024750598723,0.4591070101596415,0.34579903120175004
reasoning-1024-0,reasoning,1024,local_sink,0.5,free,False,42,"Deepak: 18 copies
Nadia: 11 copies
Jonas: 11 copies

Total: 18 + 11 + 11 = 40 copies",1082.0,True,0.023809523809523808,0.01261588588779048,,0.04115965777161783
reasoning-1024-0,reasoning,1024,local_sink,0.25,free,True,42,"Deepak: 18 copies
Nadia: 18 copies
Jonas: 11 copies

Total: 18 + 18 + 11 = 47 copies",1082.0,True,0.0,0.006259206145606673,,0.07033277884514222
reasoning-1024-0,reasoning,1024,local_sink,0.125,free,False,22,"Deepak: 1
Nadia: 1
Jonas: 1

Total: 3",1082.0,True,0.09090909090909091,0.24504072120351916,,0.15233051358849148
reasoning-1024-0,reasoning,1024,local_sink,0.0625,free,False,7,"Deepak: 1
N",1082.0,True,0.2857142857142857,2.649024750598723,,0.34579903120175004
reasoning-1024-0,reasoning,1024,local_sink,0.03125,free,False,7,"Deepak: 1
N",1082.0,True,0.2857142857142857,2.649024750598723,,0.34579903120175004
reasoning-1024-1,reasoning,1024,dense,1.0,free,False,60,Ines brought 14 copies of the flask to the exchange. Nadia brought 14 copies of the flask to the exchange. Omar brought ,,,,,,
reasoning-1024-1,reasoning,1024,quest_topk,0.5,free,True,52,"Ines brought 14 copies of the flask.
Nadia brought 14 copies of the flask.
Omar brought 10 copies of the flask.

Total: ",1052.0,False,0.019230769230769232,0.0010470331740755922,0.013221337648334296,0.038873510805411245
reasoning-1024-1,reasoning,1024,quest_topk,0.25,free,False,55,"Ines brought 14 copies of the flask.
Nadia brought 14 copies of the flask.
Omar brought 14 copies of the flask.

Total: ",1052.0,False,0.01818181818181818,0.004982664557840363,0.05212929233563376,0.091735802854369
reasoning-1024-1,reasoning,1024,quest_topk,0.125,free,True,45,"Ines brought 14 copies of the book.
Omar brought 14 copies of the book.
Inna brought 14 copies of the book.
Together, th",1052.0,False,0.17777777777777778,0.458571996081365,0.14407829177232795,0.2081770623982366
reasoning-1024-1,reasoning,1024,quest_topk,0.0625,free,False,64,Ines brought 111111111111111111111111111111111111111111111111111111111111,1052.0,False,0.375,5.40070215810556,0.5526442960793551,0.516458168378449
reasoning-1024-1,reasoning,1024,quest_topk,0.03125,free,False,64,Ines brought 111111111111111111111111111111111111111111111111111111111111,1052.0,False,0.375,5.40070215810556,0.5526442960793551,0.516458168378449
reasoning-1024-1,reasoning,1024,mean_topk,0.5,free,True,55,"Ines brought 14 copies of the flask.
Nadia brought 14 copies of the flask.
Omar brought 10 copies of the flask.

Total: ",1052.0,False,0.03636363636363636,0.0013426956557598402,0.036026709010845724,0.0330981723513105
reasoning-1024-1,reasoning,1024,mean_topk,0.25,free,False,52,"Ines brought 14 copies of the flask.
Nadia brought 14 copies of the flask.
Omar brought 14 copies of the flask.

Total: ",1052.0,False,0.0,0.004923649417237108,0.09577635776636624,0.0831589007381505
reasoning-1024-1,reasoning,1024,mean_topk,0.125,free,False,41,"Ines brought 1 flask, Nadia brought 1 flask, and Omar brought 1 flask. The total number of flasks brought is 1 + 1 + 1 =",1052.0,False,0.07317073170731707,0.21832728409680574,0.17363011722956456,0.1396987784173097
reasoning-1024-1,reasoning,1024,mean_topk,0.0625,free,False,64,Ines brought 111111111111111111111111111111111111111111111111111111111111,1052.0,False,0.375,5.40070215810556,0.6035359925978507,0.516458168378449
reasoning-1024-1,reasoning,1024,mean_topk,0.03125,free,False,64,Ines brought 111111111111111111111111111111111111111111111111111111111111,1052.0,False,0.375,5.40070215810556,0.6035359925978507,0.516458168378449
reasoning-1024-1,reasoning,1024,local_sink,0.5,free,False,52,"Ines brought 14 copies of the flask.
Nadia brought 14 copies of the flask.
Omar brought 14 copies of the flask.

Total: ",1052.0,False,0.0,0.02597980024839887,,0.0720055645588451
reasoning-1024-1,reasoning,1024,local_sink,0.25,free,False,52,"Ines brought 14 copies of the flask.
Nadia brought 14 copies of the flask.
Omar brought 14 copies of the flask.

Total: ",1052.0,False,0.0,0.02811395824337187,,0.0990028655404995
reasoning-1024-1,reasoning,1024,local_sink,0.125,free,False,48,"Ines brought 1 copy of the flask.
Nadia brought 2 copies of the flask.
Omar brought 3 copies of the flask.
Total: 1 + 2 ",1052.0,False,0.041666666666666664,0.09440435923190726,,0.1470737894697878
reasoning-1024-1,reasoning,1024,local_sink,0.0625,free,False,64,Ines brought 111111111111111111111111111111111111111111111111111111111111,1052.0,False,0.375,5.40070215810556,,0.516458168378449
reasoning-1024-1,reasoning,1024,local_sink,0.03125,free,False,64,Ines brought 111111111111111111111111111111111111111111111111111111111111,1052.0,False,0.375,5.40070215810556,,0.516458168378449
longform-1024-0,longform,1024,dense,1.0,free,,46,"The account details the changes in various aspects of a village's life, including the old ferry, apple harvest, summer s",,,,,,
longform-1024-0,longform,1024,quest_topk,0.5,free,,24,The old ferry was discussed at length before the season turned. The apple harvest remained a favorite topic before the s,1089.0,,0.125,0.12349361846872853,0.01857784547584945,0.08648467291883814
longform-1024-0,longform,1024,quest_topk,0.25,free,,12,The old ferry was discussed at length before the season turned.,1089.0,,0.25,0.4364557873389761,0.0656347117237601,0.19846208837245485
longform-1024-0,longform,1024,quest_topk,0.125,free,,20,"The old ferry was discussed at length, with the lighthouse keeper and the lighthouse being mentioned.",1089.0,,0.4,1.28009985757526,0.14894400813039588,0.2779460534142951
longform-1024-0,longform,1024,quest_topk,0.0625,free,,14,The old ferryboat was pulled by a team of men and women.,1089.0,,0.35714285714285715,1.2966299280399523,0.43906080066448167,0.348803011445506
longform-1024-0,longform,1024,quest_topk,0.03125,free,,14,The old ferryboat was pulled by a team of men and women.,1089.0,,0.35714285714285715,1.2966299280399523,0.43906080066448167,0.348803011445506
longform-1024-0,longform,1024,mean_topk,0.5,free,,33,The old ferry was postponed until spring with little fanfare. Alice met Elena at the attic to plan the medal exhibition.,1089.0,,0.030303030303030304,0.007668714495391957,0.04392783720451384,0.03895123128357668
longform-1024-0,longform,1024,mean_topk,0.25,free,,49,The old ferry was postponed until spring with little fanfare. The apple harvest remained a favorite topic with little fa,1089.0,,0.04081632653061224,0.018171783056581778,0.10657536235976912,0.10066717116579535
longform-1024-0,longform,1024,mean_topk,0.125,free,,64,"The old ferry remained a favorite topic, the apple harvest remained a favorite topic, the northern road drew a small cro",1089.0,,0.140625,0.41107801911266506,0.2467097618215727,0.2303718393644279
longform-1024-0,longform,1024,mean_topk,0.0625,free,,14,The old ferryboat was pulled by a team of men and women.,1089.0,,0.35714285714285715,1.2966299280399523,0.449108233564489,0.348803011445506
longform-1024-0,longform,1024,mean_topk,0.03125,free,,14,The old ferryboat was pulled by a team of men and women.,1089.0,,0.35714285714285715,1.2966299280399523,0.449108233564489,0.348803011445506
longform-1024-0,longform,1024,local_sink,0.5,free,,20,The old ferry carried on as before despite the weather. Deepak promised to bring the locket.,1089.0,,0.1,0.09351047135038107,,0.10528309790873511
longform-1024-0,longform,1024,local_sink,0.25,free,,21,The old ferryboat was old and had a few problems. Deepak promised to bring the locket.,1089.0,,0.23809523809523808,0.8628220342657038,,0.16956649581155192
longform-1024-0,longform,1024,local_sink,0.125,free,,41,The old ferryboat was old and had a few problems. It was used for a long time and had to be repaired. The crew was very ,1089.0,,0.2926829268292683,1.1529132240287188,,0.21378559888268603
longform-1024-0,longform,1024,local_sink,0.0625,free,,14,The old ferryboat was pulled by a team of men and women.,1089.0,,0.35714285714285715,1.2966299280399523,,0.348803011445506
longform-1024-0,longform,1024,local_sink,0.03125,free,,14,The old ferryboat was pulled by a team of men and women.,1089.0,,0.35714285714285715,1.2966299280399523,,0.348803011445506
longform-1024-1,longform,1024,dense,1.0,free,,46,The village council surprised nobody in town despite the weather. The lighthouse keeper surprised nobody in town though ,,,,,,
longform-1024-1,longform,1024,quest_topk,0.5,free,,22,The village council surprised nobody in town according to the elders. The village council needed repairs again despite t,1073.0,,0.13636363636363635,0.04378570400924466,0.018813119623783594,0.08631515521758984
longform-1024-1,longform,1024,quest_topk,0.25,free,,64,"The village council discussed the lighthouse keeper's schedule, the village council needed repairs again, the village co",1073.0,,0.109375,0.2655301023995662,0.06428371885340312,0.16822630620572454
longform-1024-1,longform,1024,quest_topk,0.125,free,,23,"The village council discussed various topics, including the stone bridge, the apple harvest, and the village council's s",1073.0,,0.21739130434782608,0.9680754936340711,0.15821443754480308,0.26503253030671703
longform-1024-1,longform,1024,quest_topk,0.0625,free,,40,"The village council discussed the upcoming harvest season, considering the weather and crop yields. re
The word ""re"" in ",1073.0,,0.55,2.168735656654462,0.3202333017242684,0.3164899026800413
longform-1024-1,longform,1024,quest_topk,0.03125,free,,40,"The village council discussed the upcoming harvest season, considering the weather and crop yields. re
The word ""re"" in ",1073.0,,0.55,2.168735656654462,0.3202333017242684,0.3164899026800413
longform-1024-1,longform,1024,mean_topk,0.5,free,,12,The lighthouse keeper surprised nobody in town despite opinions differing.,1073.0,,0.08333333333333333,0.006124109001293713,0.05846862759467008,0.0464105659719078
longform-1024-1,longform,1024,mean_topk,0.25,free,,12,The lighthouse keeper surprised nobody in town despite opinions differing.,1073.0,,0.08333333333333333,0.013468623492447781,0.15039004022643593,0.11124009868783308
longform-1024-1,longform,1024,mean_topk,0.125,free,,12,The lighthouse keeper surprised nobody in town despite opinions differing.,1073.0,,0.08333333333333333,0.1263523657482466,0.26280147011210725,0.18583399280194293
longform-1024-1,longform,1024,mean_topk,0.0625,free,,40,"The village council discussed the upcoming harvest season, considering the weather and crop yields. re
The word ""re"" in ",1073.0,,0.55,2.168735656654462,0.42594951009377835,0.3164899026800413
longform-1024-1,longform,1024,mean_topk,0.03125,free,,40,"The village council discussed the upcoming harvest season, considering the weather and crop yields. re
The word ""re"" in ",1073.0,,0.55,2.168735656654462,0.42594951009377835,0.3164899026800413
longform-1024-1,longform,1024,local_sink,0.5,free,,25,"The village council discussed various topics, including the village's history, the village's future, and the village's c",1073.0,,0.32,0.6490189776755869,,0.15088750028672318
longform-1024-1,longform,1024,local_sink,0.25,free,,12,"The village council discussed the flask, which was then repaired.",1073.0,,0.4166666666666667,1.2298089069469522,,0.19350349466549233
longform-1024-1,longform,1024,local_sink,0.125,free,,12,The village council discussed the need for repairs to the flask.,1073.0,,0.3333333333333333,1.684952834873305,,0.24867206499523795
longform-1024-1,longform,1024,local_sink,0.0625,free,,40,"The village council discussed the upcoming harvest season, considering the weather and crop yields. re
The word ""re"" in ",1073.0,,0.55,2.168735656654462,,0.3164899026800413
longform-1024-1,longform,1024,local_sink,0.03125,free,,40,"The village council discussed the upcoming harvest season, considering the weather and crop yields. re
The word ""re"" in ",1073.0,,0.55,2.168735656654462,,0.3164899026800413
multi_entity-2048-0,multi_entity,2048,dense,1.0,free,True,2,Flask,,,,,,
multi_entity-2048-0,multi_entity,2048,quest_topk,0.5,free,True,2,Flask,2098.0,True,0.0,7.699184789089486e-05,0.010027224587683273,0.025762553011494067
multi_entity-2048-0,multi_entity,2048,quest_topk,0.25,free,True,2,Flask,2098.0,True,0.0,0.0012345751747488976,0.0341270687740689,0.060419258273517094
